symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,SHORT,1849.33,73973.2,0.025,1773661544445,bybit,,,,,
,long,,73589.0,,2026-03-16T11:44:54.434707+00:00,hyperliquid,BTC,0.00666,490.10274,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459
,long,,73589.0,,2026-03-16T11:44:54.435083+00:00,hyperliquid,BTC,0.00666,490.10274,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459
,long,,73585.0,,2026-03-16T11:42:54.561209+00:00,hyperliquid,BTC,0.00617,454.01945,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x13558be785661958932ceac35ba20de187275a42
,long,,73585.0,,2026-03-16T11:42:54.561822+00:00,hyperliquid,BTC,0.00617,454.01945,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x13558be785661958932ceac35ba20de187275a42
,long,,73600.0,,2026-03-16T11:41:54.351976+00:00,hyperliquid,BTC,0.00597,439.392,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa62b923a112d50d03e1e096bbd53422490dac104
,long,,73600.0,,2026-03-16T11:41:54.382647+00:00,hyperliquid,BTC,0.00597,439.392,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa62b923a112d50d03e1e096bbd53422490dac104
,long,,73586.0,,2026-03-16T11:43:54.344392+00:00,hyperliquid,BTC,0.00587,431.94982,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x2cb562384765bea1612ceb60007e315f904fbe86
,long,,73586.0,,2026-03-16T11:43:54.366235+00:00,hyperliquid,BTC,0.00587,431.94982,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x2cb562384765bea1612ceb60007e315f904fbe86
,long,,73516.0,,2026-03-16T11:36:24.323189+00:00,hyperliquid,BTC,0.00587,431.53892,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xe92cdf7b804a836a71219cda2b00274d57ac030f
