symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address
BTC,SHORT,109287.86,74701.2,1.463,1773670121944,bybit,,,,,,,,,
BTC,SHORT,51197.65,74741.1,0.685,1773670138943,bybit,,,,,,,,,
BTC,SHORT,8955.59,74629.9,0.12,1773670122290,binance,binance,,,,,,,,
BTC,SHORT,8955.588,74629.9,0.12,1773670122290,binance,,LIMIT,74333.0,FILLED,,,,,
BTC,SHORT,8520.31,74739.6,0.114,1773670275444,bybit,,,,,,,,,
BTC,SHORT,8447.96,74760.7,0.113,1773670140959,bybit,,,,,,,,,
BTC,SHORT,7544.17,74326.8,10.15,1773670121979,okx,,,,,,,,,
BTC,SHORT,6328.76,74281.2,8.52,1773670084050,okx,,,,,,,,,
BTC,SHORT,5445.5007,74595.9,0.073,1773670049237,binance,,LIMIT,74323.2,FILLED,,,,,
BTC,SHORT,5445.5,74595.9,0.073,1773670049237,binance,binance,,,,,,,,
BTC,SHORT,4967.91,74705.4,6.65,1773670140904,okx,,,,,,,,,
BTC,SHORT,4584.0,74657.9,6.14,1773670136018,okx,,,,,,,,,
BTC,SHORT,3661.1,74716.4,0.049,1773670142770,binance,binance,,,,,,,,
BTC,SHORT,2692.31,74786.5,0.036,1773670142443,bybit,,,,,,,,,
BTC,SHORT,1599.01,74720.1,2.14,1773670141629,okx,,,,,,,,,
BTC,SHORT,1268.82,74636.3,0.017,1773670048943,bybit,,,,,,,,,
BTC,SHORT,1216.45,74629.0,1.63,1773670123953,okx,,,,,,,,,
BTC,SHORT,1152.22,74336.6,1.55,1773670133982,okx,,,,,,,,,
BTC,SHORT,1067.27,74634.5,1.43,1773670134148,okx,,,,,,,,,
BTC,SHORT,746.99,74699.0,0.01,1773670140255,binance,binance,,,,,,,,
BTC,SHORT,672.12,74680.2,0.009,1773670233443,bybit,,,,,,,,,
BTC,SHORT,574.77,74645.9,0.77,1773670135380,okx,,,,,,,,,
BTC,SHORT,560.2,74692.7,0.75,1773670139646,okx,,,,,,,,,
BTC,SHORT,522.65,74663.9,0.007,1773670137409,binance,binance,,,,,,,,
BTC,SHORT,448.72,74787.0,0.006,1773670142943,bybit,,,,,,,,,
BTC,SHORT,448.52,74753.1,0.006,1773670138443,bybit,,,,,,,,,
BTC,SHORT,447.92,74653.9,0.006,1773670135775,binance,binance,,,,,,,,
BTC,SHORT,447.83,74637.8,0.006,1773670134712,binance,binance,,,,,,,,
BTC,SHORT,373.54,74707.8,0.005,1773670134445,bybit,,,,,,,,,
BTC,SHORT,372.0,74399.0,0.5,1773670258790,okx,,,,,,,,,
BTC,SHORT,342.13,74375.2,0.46,1773670138061,okx,,,,,,,,,
BTC,LONG,296.32,74079.4,0.004,1773670151419,binance,binance,,,,,,,,
,short,,74399.0,,2026-03-16T14:11:27.307601+00:00,hyperliquid,,,,,BTC,0.00375,278.99625,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74399.0,,2026-03-16T14:11:27.323051+00:00,hyperliquid,,,,,BTC,0.00375,278.99625,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74384.0,,2026-03-16T14:10:57.503094+00:00,hyperliquid,,,,,BTC,0.00375,278.94,0x78dce96236804d6958bf3c4598cf5efbc371629c,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74384.0,,2026-03-16T14:10:57.519809+00:00,hyperliquid,,,,,BTC,0.00375,278.94,0x78dce96236804d6958bf3c4598cf5efbc371629c,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74360.0,,2026-03-16T14:08:57.763468+00:00,hyperliquid,,,,,BTC,0.00375,278.84999999999997,0x41a914768eda813d6d4b2ef5a3cdcb872a496a32,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
