timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-15T23:06:37.591154+00:00,BTC,short,0.22749,73159.0,16642.94091,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x0c684f333a7e120bce61383da670bbb0157e82d0,hyperliquid,,,,,,
2026-03-15T23:06:37.596183+00:00,BTC,short,0.22749,73159.0,16642.94091,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x0c684f333a7e120bce61383da670bbb0157e82d0,hyperliquid,,,,,,
2026-03-15T23:06:08.254523+00:00,BTC,short,0.22749,72983.0,16602.90267,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,0x0c684f333a7e120bce61383da670bbb0157e82d0,hyperliquid,,,,,,
2026-03-15T23:06:08.298044+00:00,BTC,short,0.22749,72983.0,16602.90267,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,0x0c684f333a7e120bce61383da670bbb0157e82d0,hyperliquid,,,,,,
2026-03-15T23:05:37.315977+00:00,BTC,short,0.22748,72942.0,16592.846159999997,0xa62b923a112d50d03e1e096bbd53422490dac104,0x0c684f333a7e120bce61383da670bbb0157e82d0,hyperliquid,,,,,,
2026-03-15T23:05:38.898880+00:00,BTC,short,0.22748,72942.0,16592.846159999997,0xa62b923a112d50d03e1e096bbd53422490dac104,0x0c684f333a7e120bce61383da670bbb0157e82d0,hyperliquid,,,,,,
2026-03-15T23:05:07.815468+00:00,BTC,short,0.22749,72909.0,16586.06841,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,0x0c684f333a7e120bce61383da670bbb0157e82d0,hyperliquid,,,,,,
2026-03-15T23:05:10.046265+00:00,BTC,short,0.22749,72909.0,16586.06841,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,0x0c684f333a7e120bce61383da670bbb0157e82d0,hyperliquid,,,,,,
1773616310534,,SHORT,,73302.1,,,,binance,BTC,10115.689800000002,0.138,LIMIT,72999.4,FILLED
1773616308519,,SHORT,,73279.7,,,,binance,BTC,512.9579,0.007,LIMIT,73013.2,FILLED
1773616309358,,SHORT,,72995.2,,,,okx,BTC,481.77,0.66,,,
2026-03-15T23:06:50.621249+00:00,BTC,short,0.00249,73064.0,181.92936,0xc8264ebc379e26946e7d31ae4746c27182849755,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:06:50.625320+00:00,BTC,short,0.00249,73064.0,181.92936,0xc8264ebc379e26946e7d31ae4746c27182849755,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:08:19.501798+00:00,BTC,short,0.00249,73010.0,181.7949,0x4d969e59b312970cc07af266938a4433ccae0b4c,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:08:19.543547+00:00,BTC,short,0.00249,73010.0,181.7949,0x4d969e59b312970cc07af266938a4433ccae0b4c,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:05:49.348910+00:00,BTC,short,0.00249,72999.0,181.76751000000002,0x0291639ea7178930475da17b579e1ac2de8faed8,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:05:49.437836+00:00,BTC,short,0.00249,72999.0,181.76751000000002,0x0291639ea7178930475da17b579e1ac2de8faed8,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:11:49.518285+00:00,BTC,short,0.00249,72994.0,181.75506000000001,0xa62b923a112d50d03e1e096bbd53422490dac104,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:11:49.534443+00:00,BTC,short,0.00249,72994.0,181.75506000000001,0xa62b923a112d50d03e1e096bbd53422490dac104,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:10:49.405195+00:00,BTC,short,0.00249,72956.0,181.66044,0xbe8947395fb34cec6b15d262528ae21072ba66ae,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:10:49.425288+00:00,BTC,short,0.00249,72956.0,181.66044,0xbe8947395fb34cec6b15d262528ae21072ba66ae,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:12:49.475749+00:00,BTC,short,0.00249,72936.0,181.61064,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:12:50.032635+00:00,BTC,short,0.00249,72936.0,181.61064,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:14:19.338060+00:00,BTC,short,0.00249,72910.0,181.5459,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:14:19.351357+00:00,BTC,short,0.00249,72910.0,181.5459,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
2026-03-15T23:07:19.562268+00:00,BTC,short,0.00248,73108.0,181.30784,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xe8e715d222e9684bca78723d12b84f16a3e354c3,hyperliquid,,,,,,
