timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange
2026-03-16T00:56:16.778506+00:00,BTC,short,0.08291,72533.0,6013.7110299999995,0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:56:16.790468+00:00,BTC,short,0.08291,72533.0,6013.7110299999995,0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:50:46.403718+00:00,BTC,short,0.08033,72579.0,5830.27107,0xb3a38662575bdf1541013ce987934dba919851ea,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:50:46.848800+00:00,BTC,short,0.08033,72579.0,5830.27107,0xb3a38662575bdf1541013ce987934dba919851ea,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:53:47.426553+00:00,BTC,short,0.07658,72538.0,5554.96004,0x162cc7c861ebd0c06b3d72319201150482518185,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:53:48.566526+00:00,BTC,short,0.07658,72538.0,5554.96004,0x162cc7c861ebd0c06b3d72319201150482518185,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:55:49.263955+00:00,BTC,short,0.07236,72544.0,5249.283839999999,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:55:50.300129+00:00,BTC,short,0.07236,72544.0,5249.283839999999,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:54:46.955114+00:00,BTC,short,0.07218,72592.0,5239.69056,0xf5d81a135f756ca16544e53c20fc20643ec3ad53,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:54:46.958644+00:00,BTC,short,0.07218,72592.0,5239.69056,0xf5d81a135f756ca16544e53c20fc20643ec3ad53,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:57:47.137632+00:00,BTC,short,0.07167,72565.0,5200.73355,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:57:48.156944+00:00,BTC,short,0.07167,72565.0,5200.73355,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:56:47.577561+00:00,BTC,short,0.06885,72578.0,4996.9953,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:56:48.714509+00:00,BTC,short,0.06885,72578.0,4996.9953,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:55:16.488157+00:00,BTC,short,0.06675,72564.0,4843.647,0xf5d81a135f756ca16544e53c20fc20643ec3ad53,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:55:19.344633+00:00,BTC,short,0.06675,72564.0,4843.647,0xf5d81a135f756ca16544e53c20fc20643ec3ad53,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:58:16.806899+00:00,BTC,short,0.06106,72534.0,4428.92604,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:58:17.862553+00:00,BTC,short,0.06106,72534.0,4428.92604,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:51:16.872861+00:00,BTC,short,0.05972,72604.0,4335.91088,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:51:17.898196+00:00,BTC,short,0.05972,72604.0,4335.91088,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:53:17.831687+00:00,BTC,short,0.05827,72533.0,4226.49791,0x7e698eea0709e4a0dbbd790fc493d60691801157,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:53:18.430462+00:00,BTC,short,0.05827,72533.0,4226.49791,0x7e698eea0709e4a0dbbd790fc493d60691801157,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:49:46.318165+00:00,BTC,short,0.05329,72580.0,3867.7882,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:49:46.321729+00:00,BTC,short,0.05329,72580.0,3867.7882,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:50:18.153482+00:00,BTC,short,0.0507,72563.0,3678.9441,0x6a072733f7249e6b794cae88c6d3cc7eb756a93c,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:50:18.157388+00:00,BTC,short,0.0507,72563.0,3678.9441,0x6a072733f7249e6b794cae88c6d3cc7eb756a93c,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:52:46.851608+00:00,BTC,short,0.04381,72551.0,3178.45931,0x162cc7c861ebd0c06b3d72319201150482518185,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:52:46.858734+00:00,BTC,short,0.04381,72551.0,3178.45931,0x162cc7c861ebd0c06b3d72319201150482518185,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:52:16.886455+00:00,BTC,short,0.04361,72578.0,3165.12658,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:52:19.428267+00:00,BTC,short,0.04361,72578.0,3165.12658,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:48:46.977276+00:00,BTC,short,0.03394,72587.0,2463.6027799999997,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:48:47.015647+00:00,BTC,short,0.03394,72587.0,2463.6027799999997,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:54:16.530661+00:00,BTC,short,0.03243,72566.0,2353.31538,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:54:17.092390+00:00,BTC,short,0.03243,72566.0,2353.31538,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:51:47.204786+00:00,BTC,short,0.03063,72608.0,2223.98304,0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:51:47.535799+00:00,BTC,short,0.03063,72608.0,2223.98304,0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:49:16.461627+00:00,BTC,short,0.02865,72568.0,2079.0732,0x6ba889db7f923622d3548f621ecc2054b80c1817,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:49:16.749478+00:00,BTC,short,0.02865,72568.0,2079.0732,0x6ba889db7f923622d3548f621ecc2054b80c1817,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:54:16.530941+00:00,BTC,short,0.02448,72566.0,1776.4156799999998,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:54:17.093029+00:00,BTC,short,0.02448,72566.0,1776.4156799999998,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:48:46.976666+00:00,BTC,short,0.02347,72587.0,1703.61689,0x31ca8395cf837de08b24da3f660e77761dfb974b,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
2026-03-16T00:48:47.014814+00:00,BTC,short,0.02347,72587.0,1703.61689,0x31ca8395cf837de08b24da3f660e77761dfb974b,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5,hyperliquid
