symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address
BTC,SHORT,2012425.65,73253.7,27.472,1773615172461,bybit,,,,,,,,,
BTC,SHORT,499929.92,73063.0,6.84245,1773615172921,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,397357.35,73058.0,5.43893,1773615172921,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,293068.4,73267.1,4.0,1773615171986,bybit,,,,,,,,,
BTC,SHORT,232698.32,73049.0,3.18551,1773615175965,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,219443.4,73147.8,3.0,1773615165958,bybit,,,,,,,,,
BTC,SHORT,218844.0,72948.0,3.0,1773615040944,bybit,,,,,,,,,
BTC,SHORT,170817.35,73066.0,2.33785,1773615172921,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,105442.58,73049.0,1.44345,1773615175965,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,105346.61,73310.1,1.437,1773615172992,bybit,bybit,,,,,,,,
BTC,SHORT,99988.64,73058.0,1.36862,1773615172921,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,99484.79,73312.3,1.357,1773615172992,bybit,bybit,,,,,,,,
BTC,SHORT,97016.12,73330.4,1.323,1773615172992,bybit,bybit,,,,,,,,
BTC,SHORT,94730.6,73320.9,1.292,1773615172461,bybit,,,,,,,,,
BTC,SHORT,94555.0,72845.0,1.29803,1773615166826,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,92667.04,73049.0,1.26856,1773615175965,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,92356.15,72550.0,1.273,1773615017100,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,89987.77,73061.0,1.23168,1773615172921,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,82590.88,73066.0,1.13036,1773615172921,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,78290.8,73057.0,1.07164,1773615172921,hyperliquid,hyperliquid,,,,,,,,
