timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T13:34:40.930000,BTC,short,1.87734,74258.0,139407.51,0xe4292138...,-1176.15,hyperliquid,,,,,,,
1773668080930,,SHORT,,74258.0,,,,hyperliquid,hyperliquid,BTC,139407.51,1.87734,,,
1773667996943,,SHORT,,74497.0,,,,bybit,,BTC,111745.5,1.5,,,
2026-03-16T13:34:40.930000,BTC,short,1.08635,74255.0,80666.92,0xe4292138...,-677.34,hyperliquid,,,,,,,
1773668080930,,SHORT,,74255.0,,,,hyperliquid,hyperliquid,BTC,80666.92,1.08635,,,
2026-03-16T13:34:40.930000,BTC,short,1.00986,74257.0,74989.17,0xe4292138...,-631.67,hyperliquid,,,,,,,
1773668080930,,SHORT,,74257.0,,,,hyperliquid,hyperliquid,BTC,74989.17,1.00986,,,
1773667973444,,SHORT,,74124.0,,,,hyperliquid,hyperliquid,BTC,68975.35,0.93054,,,
1773668079944,,SHORT,,74617.0,,,,bybit,,BTC,68125.32,0.913,,,
1773668000736,,SHORT,,74144.0,,,,hyperliquid,hyperliquid,BTC,66036.35,0.89065,,,
1773667970299,,SHORT,,74077.0,,,,hyperliquid,hyperliquid,BTC,56657.79,0.76485,,,
1773668065444,,SHORT,,74602.9,,,,bybit,,BTC,55653.76,0.746,,,
2026-03-16T13:34:40.930000,BTC,short,0.67324,74257.0,49992.78,0xe4292138...,-421.11,hyperliquid,,,,,,,
1773668080930,,SHORT,,74257.0,,,,hyperliquid,hyperliquid,BTC,49992.78,0.67324,,,
1773667997456,,SHORT,,74421.4,,,,okx,,BTC,49274.41,66.21,,,
1773668078687,,SHORT,,74548.9,,,,okx,okx,BTC,48807.16,65.47,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,40012.44,0.54038,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,40012.44,0.54038,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,40012.44,0.54038,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,40012.44,0.54038,,,
1773668020944,,SHORT,,74521.5,,,,bybit,,BTC,38155.01,0.512,,,
1773668012477,,SHORT,,74140.0,,,,hyperliquid,hyperliquid,BTC,36533.23,0.49276,,,
1773667996444,,SHORT,,74493.1,,,,bybit,,BTC,32255.51,0.433,,,
1773667933444,,SHORT,,74376.2,,,,bybit,,BTC,31833.01,0.428,,,
1773667998639,,SHORT,,74164.0,,,,hyperliquid,hyperliquid,BTC,25540.6,0.34438,,,
1773668020944,,SHORT,,74530.2,,,,bybit,,BTC,25340.27,0.34,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,23544.83,0.31798,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,21077.65,0.28466,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,21077.65,0.28466,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,20526.01,0.27721,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,19920.33,0.26903,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,19920.33,0.26903,,,
2026-03-16T13:34:40.930000,BTC,short,0.24326,74255.0,18063.27,0xe4292138...,-151.67,hyperliquid,,,,,,,
1773668080930,,SHORT,,74255.0,,,,hyperliquid,hyperliquid,BTC,18063.27,0.24326,,,
1773668065943,,SHORT,,74609.4,,,,bybit,,BTC,17309.38,0.232,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,17305.8,0.23372,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,17305.8,0.23372,,,
1773667936720,,SHORT,,74045.0,,,,hyperliquid,hyperliquid,BTC,16927.43,0.22861,,,
