symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,address,pnl,exchange,order_type,avg_price,order_status
BTC,SHORT,619589.61,73445.9,8.436,1773631858944,bybit,,,,,,,,,
BTC,SHORT,403700.55,73400.1,5.5,1773631851943,bybit,,,,,,,,,
BTC,SHORT,227260.59,73262.6,3.102,1773631836944,bybit,,,,,,,,,
BTC,SHORT,150740.39,73531.9,2.05,1773631863944,bybit,,,,,,,,,
BTC,SHORT,147029.6,73514.8,2.0,1773631859944,bybit,,,,,,,,,
BTC,SHORT,73225.0,73225.0,1.0,1773631804546,bybit,,,,,,,,,
BTC,SHORT,73155.5,73155.5,100.0,1773631864248,okx,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.87783,64301.05,0x41d9d134...,-807.6,,,,
BTC,SHORT,64301.05,73250.0,0.87783,1773631880428,hyperliquid,,,,,,hyperliquid,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.81132,59429.19,0x6ff42091...,-717.21,,,,
BTC,SHORT,59429.19,73250.0,0.81132,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,43230.18,73271.5,0.59,1773631836944,bybit,,,,,,,,,
BTC,SHORT,43007.01,73390.8,0.586,1773631845443,bybit,,,,,,,,,
BTC,SHORT,40343.27,73351.4,0.55,1773631844462,bybit,,,,,,,,,
BTC,SHORT,35046.26,72846.1,48.11,1773631804130,okx,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.46309,33921.34,0xab47811d...,-571.45,,,,
BTC,SHORT,33921.34,73250.0,0.46309,1773631880428,hyperliquid,,,,,,hyperliquid,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.33632,24635.44,0x629ae30a...,-494.73,,,,
BTC,SHORT,24635.44,73250.0,0.33632,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,22051.98,73506.6,0.3,1773631860447,bybit,,,,,,,,,
BTC,SHORT,18055.95,73101.0,0.247,1773631739041,binance,,,,,,binance,,,
BTC,SHORT,18055.947,73101.0,0.247,1773631739041,binance,,,,,,,LIMIT,72811.2,FILLED
BTC,SHORT,15773.8,73366.5,0.215,1773631845443,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.2145,15712.12,0x768739e6...,-561.99,,,,
BTC,SHORT,15712.12,73250.0,0.2145,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,14624.0,73120.0,0.2,1773631857694,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,13929.0,73310.5,0.19,1773631837943,bybit,,,,,,,,,
BTC,SHORT,13632.29,73252.5,18.61,1773631841167,okx,,,,,,,,,
BTC,SHORT,12868.73,73535.6,0.175,1773631864443,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.16013,11729.52,0xaa76c6c1...,-142.84,,,,
BTC,SHORT,11729.52,73250.0,0.16013,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,10190.42,72945.0,13.97,1773631839131,okx,,,,,,,,,
BTC,SHORT,10068.14,73490.1,0.137,1773631859443,bybit,,,,,,,,,
BTC,SHORT,9374.04,73234.7,12.8,1773631837630,okx,,,,,,,,,
BTC,SHORT,8866.73,73278.8,0.121,1773631836446,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.09909,7258.34,0xf47d4b5f...,-259.71,,,,
BTC,SHORT,7258.34,73250.0,0.09909,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,7111.23,73311.7,0.097,1773631837443,bybit,,,,,,,,,
BTC,SHORT,6529.7,73367.4,0.089,1773631856443,bybit,,,,,,,,,
BTC,SHORT,6311.3,73387.2,0.086,1773631845953,bybit,,,,,,,,,
BTC,SHORT,6300.95,73266.9,0.086,1773631836944,bybit,,,,,,,,,
BTC,SHORT,5797.49,73386.0,0.079,1773631849944,bybit,,,,,,,,,
BTC,SHORT,5141.4,73448.5,0.07,1773631856443,bybit,,,,,,,,,
BTC,SHORT,4909.91,73282.3,0.067,1773631836944,bybit,,,,,,,,,
BTC,SHORT,4776.62,73486.5,0.065,1773631859944,bybit,,,,,,,,,
BTC,SHORT,4770.91,73398.6,0.065,1773631844947,bybit,,,,,,,,,
BTC,SHORT,4509.3,73441.4,6.14,1773631862041,okx,,,,,,,,,
BTC,SHORT,4479.83,73439.9,0.061,1773631857472,bybit,,,,,,,,,
BTC,SHORT,4399.59,73326.5,0.06,1773631841944,bybit,,,,,,,,,
BTC,SHORT,4255.98,73379.0,0.058,1773631844947,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.05476,4011.17,0x80e1b395...,-50.98,,,,
BTC,SHORT,4011.17,73250.0,0.05476,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,3957.56,72883.3,5.43,1773631831615,okx,,,,,,,,,
BTC,SHORT,3817.54,73414.3,0.052,1773631852444,bybit,,,,,,,,,
BTC,SHORT,3738.45,73302.9,0.051,1773631836446,bybit,,,,,,,,,
BTC,SHORT,3453.58,73480.5,0.047,1773631858455,bybit,,,,,,,,,
BTC,SHORT,3298.85,73307.7,0.045,1773631838457,bybit,,,,,,,,,
BTC,SHORT,3232.56,73467.3,0.044,1773631858455,bybit,,,,,,,,,
BTC,SHORT,3065.74,73168.1,4.19,1773631825100,okx,,,,,,,,,
BTC,SHORT,2787.56,73356.8,0.038,1773631844462,bybit,,,,,,,,,
BTC,SHORT,2710.75,73263.5,0.037,1773631836446,bybit,,,,,,,,,
BTC,SHORT,2571.25,73464.3,0.035,1773631858455,bybit,,,,,,,,,
BTC,SHORT,2569.48,73413.8,0.035,1773631851943,bybit,,,,,,,,,
BTC,SHORT,2562.98,73437.9,3.49,1773631860100,okx,,,,,,,,,
BTC,SHORT,2480.41,73168.5,3.39,1773631880108,okx,,,,,,,,,
BTC,SHORT,2335.76,72992.4,3.2,1773631844107,okx,,,,,,,,,
BTC,SHORT,2278.45,73498.3,0.031,1773631860447,bybit,,,,,,,,,
BTC,SHORT,2271.83,73284.8,0.031,1773631836446,bybit,,,,,,,,,
BTC,SHORT,2270.22,73232.9,0.031,1773631805443,bybit,,,,,,,,,
BTC,SHORT,2269.84,73220.5,0.031,1773631804511,bybit,,,,,,,,,
BTC,SHORT,2202.09,73403.1,0.03,1773631844947,bybit,,,,,,,,,
BTC,SHORT,2129.96,73446.8,0.029,1773631855944,bybit,,,,,,,,,
BTC,SHORT,2057.71,73489.8,0.028,1773631859944,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.02803,2053.2,0x0e72f8d3...,-25.66,,,,
BTC,SHORT,2053.2,73250.0,0.02803,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,1983.22,73452.6,0.027,1773631858944,bybit,,,,,,,,,
BTC,SHORT,1763.89,73495.5,0.024,1773631860447,bybit,,,,,,,,,
BTC,SHORT,1684.82,73253.1,0.023,1773631824443,bybit,,,,,,,,,
BTC,SHORT,1612.35,73288.8,0.022,1773631836944,bybit,,,,,,,,,
BTC,SHORT,1611.3,73240.7,0.022,1773631807444,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.0202,1479.65,0x3661e862...,-53.35,,,,
BTC,SHORT,1479.65,73250.0,0.0202,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,1468.3,73415.2,0.02,1773631852444,bybit,,,,,,,,,
,short,,73140.0,,2026-03-16T03:31:05.288000,hyperliquid,BTC,0.01964,1436.47,0x362e4a8f...,-16.3,,,,
BTC,SHORT,1436.47,73140.0,0.01964,1773631865288,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,1394.58,73399.0,0.019,1773631856943,bybit,,,,,,,,,
BTC,SHORT,1393.54,73344.3,0.019,1773631843943,bybit,,,,,,,,,
BTC,SHORT,1393.48,73340.8,0.019,1773631843457,bybit,,,,,,,,,
BTC,SHORT,1391.66,73245.3,0.019,1773631819443,bybit,,,,,,,,,
,short,,73140.0,,2026-03-16T03:31:05.288000,hyperliquid,BTC,0.01837,1343.58,0x7111da9a...,-15.39,,,,
BTC,SHORT,1343.58,73140.0,0.01837,1773631865288,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,1333.1,73247.0,1.82,1773631840477,okx,,,,,,,,,
BTC,SHORT,1222.64,73211.8,1.67,1773631836067,okx,,,,,,,,,
BTC,SHORT,1175.28,73455.0,0.016,1773631858455,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.0151,1106.08,0xb89b42b5...,-12.96,,,,
BTC,SHORT,1106.08,73250.0,0.0151,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,962.09,73442.1,1.31,1773631863812,okx,,,,,,,,,
BTC,SHORT,954.21,73400.7,0.013,1773631855944,bybit,,,,,,,,,
BTC,SHORT,954.06,73389.1,0.013,1773631857472,bybit,,,,,,,,,
BTC,SHORT,882.34,73528.2,0.012,1773631865944,bybit,,,,,,bybit,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.01202,880.46,0xb88789c8...,-10.87,,,,
BTC,SHORT,880.46,73250.0,0.01202,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,846.43,72968.5,1.16,1773631842229,okx,,,,,,,,,
BTC,SHORT,806.25,73295.0,0.011,1773631836446,bybit,,,,,,,,,
BTC,SHORT,774.52,73068.1,1.06,1773631856550,okx,,,,,,,,,
BTC,SHORT,735.21,73521.4,0.01,1773631859944,bybit,,,,,,,,,
BTC,SHORT,735.17,73517.2,0.01,1773631860447,bybit,,,,,,,,,
BTC,SHORT,734.47,73447.0,0.01,1773631855944,bybit,,,,,,,,,
BTC,SHORT,733.03,73303.0,0.01,1773631837943,bybit,,,,,,,,,
BTC-USD,SHORT,680.0,73141.1,6.8,1773631859396,okx,,,,,,,,,
BTC,SHORT,660.81,73423.5,0.009,1773631855944,bybit,,,,,,,,,
BTC-USD,SHORT,500.0,73483.2,5.0,1773631880066,okx,,,,,,,,,
BTC,SHORT,445.41,73017.5,0.61,1773631845021,okx,,,,,,,,,
BTC,SHORT,441.23,73537.8,0.006,1773631864944,bybit,,,,,,bybit,,,
BTC,SHORT,441.05,73507.7,0.006,1773631862952,bybit,,,,,,,,,
BTC,SHORT,440.79,73465.4,0.006,1773631858943,bybit,,,,,,,,,
BTC,SHORT,440.68,73446.6,0.006,1773631855944,bybit,,,,,,,,,
BTC,SHORT,440.38,73397.2,0.006,1773631855944,bybit,,,,,,,,,
BTC,SHORT,439.82,73304.0,0.006,1773631836944,bybit,,,,,,,,,
BTC,SHORT,437.31,72885.0,0.6,1773631833667,okx,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.00577,422.65,0x835a55fd...,-5.24,,,,
BTC,SHORT,422.65,73250.0,0.00577,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,409.6,73143.2,0.56,1773631805079,okx,,,,,,,,,
BTC,SHORT,386.18,72865.0,0.53,1773631806057,okx,,,,,,,,,
BTC,SHORT,367.83,73565.8,0.005,1773631879944,bybit,,,,,,bybit,,,
BTC,SHORT,366.46,73291.1,0.005,1773631837443,bybit,,,,,,,,,
BTC,SHORT,366.26,73252.9,0.005,1773631824443,bybit,,,,,,,,,
BTC,SHORT,366.18,73235.1,0.005,1773631806445,bybit,,,,,,,,,
BTC,SHORT,365.55050000000006,73110.1,0.005,1773631741158,binance,,,,,,,LIMIT,72812.2,FILLED
BTC,SHORT,365.55,73110.1,0.005,1773631741158,binance,,,,,,binance,,,
BTC,SHORT,337.64,73399.3,0.46,1773631859097,okx,,,,,,,,,
BTC,SHORT,294.02,73505.4,0.004,1773631860447,bybit,,,,,,,,,
BTC,SHORT,293.72,73429.2,0.004,1773631856943,bybit,,,,,,,,,
BTC,SHORT,220.41,73470.0,0.003,1773631859443,bybit,,,,,,,,,
BTC,SHORT,220.36,73454.3,0.003,1773631858455,bybit,,,,,,,,,
BTC,SHORT,219.9,73299.4,0.003,1773631836944,bybit,,,,,,,,,
BTC,LONG,218.47,72823.7,0.003,1773631856443,bybit,,,,,,,,,
BTC,SHORT,205.31,73325.0,0.28,1773631852085,okx,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.00276,202.17,0xd7c27a88...,-2.45,,,,
BTC,SHORT,202.17,73250.0,0.00276,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,197.3,73074.0,0.27,1773631857181,okx,,,,,,,,,
BTC,SHORT,175.26,73024.3,0.24,1773631851921,okx,,,,,,,,,
BTC,SHORT,146.96,73480.9,0.002,1773631858944,bybit,,,,,,,,,
BTC,SHORT,146.94,73470.1,0.002,1773631858455,bybit,,,,,,,,,
BTC,SHORT,146.6,73299.9,0.002,1773631836944,bybit,,,,,,,,,
BTC,SHORT,146.58,73291.1,0.002,1773631836446,bybit,,,,,,,,,
BTC,SHORT,146.56,73281.9,0.002,1773631836446,bybit,,,,,,,,,
BTC,SHORT,146.48,73241.6,0.002,1773631807944,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.00182,133.31,0xf2b9bda3...,-3.33,,,,
BTC,SHORT,133.31,73250.0,0.00182,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,131.59,73104.5,0.18,1773631858110,okx,,,,,,,,,
BTC,SHORT,109.49,72990.6,0.15,1773631843883,okx,,,,,,,,,
BTC,SHORT,102.02,72872.3,0.14,1773631819816,okx,,,,,,,,,
BTC,SHORT,87.63,73021.8,0.12,1773631850631,okx,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.00114,83.5,0x274ffc49...,-1.01,,,,
BTC,SHORT,83.5,73250.0,0.00114,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,80.5,73178.4,0.11,1773631834978,okx,,,,,,,,,
BTC,SHORT,73.49,73489.9,0.001,1773631859944,bybit,,,,,,,,,
BTC,SHORT,73.49,73493.1,0.001,1773631859443,bybit,,,,,,,,,
BTC,SHORT,73.45,73453.7,0.001,1773631858944,bybit,,,,,,,,,
BTC,SHORT,73.4,73400.9,0.001,1773631855944,bybit,,,,,,,,,
BTC,SHORT,73.39,73393.0,0.001,1773631857472,bybit,,,,,,,,,
BTC,SHORT,73.31,73313.6,0.001,1773631837943,bybit,,,,,,,,,
BTC,SHORT,73.23,73225.5,0.001,1773631804561,bybit,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.00098,71.78,0x0197fcc7...,-2.46,,,,
BTC,SHORT,71.78,73250.0,0.00098,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,58.45,73057.0,0.08,1773631855315,okx,,,,,,,,,
BTC,SHORT,51.23,73182.3,0.07,1773631835045,okx,,,,,,,,,
BTC,SHORT,51.02,72882.8,0.07,1773631828815,okx,,,,,,,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.00025,18.31,0x5fa3241e...,-0.22,,,,
BTC,SHORT,18.31,73250.0,0.00025,1773631880428,hyperliquid,,,,,,hyperliquid,,,
,short,,73250.0,,2026-03-16T03:31:20.428000,hyperliquid,BTC,0.00023,16.85,0x9c483867...,-0.21,,,,
BTC,SHORT,16.85,73250.0,0.00023,1773631880428,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,7.32,73227.5,0.01,1773631837003,okx,,,,,,,,,
